event_id,session_id,persona,persona_label,event_index,timestamp_ms,x,y,target_section
107,4e799881-4e9b-439d-a1fd-d1da1eac131c,pricing_seeker,The Pricing Seeker,16,1779536912857,1316.49,1237.22,pricing
108,4e799881-4e9b-439d-a1fd-d1da1eac131c,pricing_seeker,The Pricing Seeker,17,1779536913785,1034.7,1183.11,pricing
109,4e799881-4e9b-439d-a1fd-d1da1eac131c,pricing_seeker,The Pricing Seeker,18,1779536914517,973.53,210.4,hero
110,4e799881-4e9b-439d-a1fd-d1da1eac131c,pricing_seeker,The Pricing Seeker,19,1779536915506,565.85,1319.51,pricing
111,4e799881-4e9b-439d-a1fd-d1da1eac131c,pricing_seeker,The Pricing Seeker,20,1779536916442,1327.97,1078.79,pricing
112,4e799881-4e9b-439d-a1fd-d1da1eac131c,pricing_seeker,The Pricing Seeker,21,1779536917695,993.08,1166.47,pricing
113,4e799881-4e9b-439d-a1fd-d1da1eac131c,pricing_seeker,The Pricing Seeker,22,1779536918480,1465.54,872.89,features
114,4e799881-4e9b-439d-a1fd-d1da1eac131c,pricing_seeker,The Pricing Seeker,23,1779536919558,1388.85,1358.43,pricing
115,4e799881-4e9b-439d-a1fd-d1da1eac131c,pricing_seeker,The Pricing Seeker,24,1779536920100,453.48,1368.12,pricing
116,4e799881-4e9b-439d-a1fd-d1da1eac131c,pricing_seeker,The Pricing Seeker,25,1779536921136,882.41,1022.42,pricing
117,4e799881-4e9b-439d-a1fd-d1da1eac131c,pricing_seeker,The Pricing Seeker,26,1779536922241,1344.32,1195.68,pricing
118,4e799881-4e9b-439d-a1fd-d1da1eac131c,pricing_seeker,The Pricing Seeker,27,1779536923076,469.43,1839.76,testimonials
119,4e799881-4e9b-439d-a1fd-d1da1eac131c,pricing_seeker,The Pricing Seeker,28,1779536924217,1076.1,1249.31,pricing
120,4e799881-4e9b-439d-a1fd-d1da1eac131c,pricing_seeker,The Pricing Seeker,29,1779536924822,1065.58,1089.16,pricing
121,b5a92b5a-c353-4f80-b51a-1b4722528b98,pricing_seeker,The Pricing Seeker,0,1779534570153,876.28,1333.41,pricing
122,b5a92b5a-c353-4f80-b51a-1b4722528b98,pricing_seeker,The Pricing Seeker,1,1779534570879,831.36,2210.46,cta
123,b5a92b5a-c353-4f80-b51a-1b4722528b98,pricing_seeker,The Pricing Seeker,2,1779534571701,731.65,1190.82,pricing
124,b5a92b5a-c353-4f80-b51a-1b4722528b98,pricing_seeker,The Pricing Seeker,3,1779534571957,976.55,1134.47,pricing
125,b5a92b5a-c353-4f80-b51a-1b4722528b98,pricing_seeker,The Pricing Seeker,4,1779534572777,1021.63,2187.18,cta
126,b5a92b5a-c353-4f80-b51a-1b4722528b98,pricing_seeker,The Pricing Seeker,5,1779534573823,1136.88,2216.48,cta
127,b5a92b5a-c353-4f80-b51a-1b4722528b98,pricing_seeker,The Pricing Seeker,6,1779534575290,606.32,1188.92,pricing
128,b5a92b5a-c353-4f80-b51a-1b4722528b98,pricing_seeker,The Pricing Seeker,7,1779534576075,1433.75,1215.32,pricing
129,b5a92b5a-c353-4f80-b51a-1b4722528b98,pricing_seeker,The Pricing Seeker,8,1779534576932,675.47,1345.02,pricing
130,b5a92b5a-c353-4f80-b51a-1b4722528b98,pricing_seeker,The Pricing Seeker,9,1779534577533,923.16,1358.1,pricing
131,b5a92b5a-c353-4f80-b51a-1b4722528b98,pricing_seeker,The Pricing Seeker,10,1779534578334,699.49,1159.55,pricing
132,b5a92b5a-c353-4f80-b51a-1b4722528b98,pricing_seeker,The Pricing Seeker,11,1779534578902,773.79,1244.67,pricing
133,b5a92b5a-c353-4f80-b51a-1b4722528b98,pricing_seeker,The Pricing Seeker,12,1779534580026,1222.24,1274.35,pricing
134,b5a92b5a-c353-4f80-b51a-1b4722528b98,pricing_seeker,The Pricing Seeker,13,1779534580652,982.28,1322.95,pricing
135,b5a92b5a-c353-4f80-b51a-1b4722528b98,pricing_seeker,The Pricing Seeker,14,1779534581401,1415.63,1200.84,pricing
136,b5a92b5a-c353-4f80-b51a-1b4722528b98,pricing_seeker,The Pricing Seeker,15,1779534582747,1226.74,1175.41,pricing
137,b5a92b5a-c353-4f80-b51a-1b4722528b98,pricing_seeker,The Pricing Seeker,16,1779534583503,996.68,1253.09,pricing
138,b5a92b5a-c353-4f80-b51a-1b4722528b98,pricing_seeker,The Pricing Seeker,17,1779534584226,772.61,1223.38,pricing
139,b5a92b5a-c353-4f80-b51a-1b4722528b98,pricing_seeker,The Pricing Seeker,18,1779534584425,802.99,1157.53,pricing
140,b5a92b5a-c353-4f80-b51a-1b4722528b98,pricing_seeker,The Pricing Seeker,19,1779534585039,891.18,261.76,hero
141,b5a92b5a-c353-4f80-b51a-1b4722528b98,pricing_seeker,The Pricing Seeker,20,1779534585700,1038.79,1831.36,testimonials
142,b5a92b5a-c353-4f80-b51a-1b4722528b98,pricing_seeker,The Pricing Seeker,21,1779534586745,988.61,1190.56,pricing
143,b5a92b5a-c353-4f80-b51a-1b4722528b98,pricing_seeker,The Pricing Seeker,22,1779534587448,740.62,1354.12,pricing
144,b5a92b5a-c353-4f80-b51a-1b4722528b98,pricing_seeker,The Pricing Seeker,23,1779534588310,491.27,1138.17,pricing
145,b5a92b5a-c353-4f80-b51a-1b4722528b98,pricing_seeker,The Pricing Seeker,24,1779534588863,1189.75,1079.89,pricing
146,b5a92b5a-c353-4f80-b51a-1b4722528b98,pricing_seeker,The Pricing Seeker,25,1779534589725,772.27,1279.88,pricing
147,b5a92b5a-c353-4f80-b51a-1b4722528b98,pricing_seeker,The Pricing Seeker,26,1779534590862,1178.95,1182.82,pricing
148,b5a92b5a-c353-4f80-b51a-1b4722528b98,pricing_seeker,The Pricing Seeker,27,1779534591504,248.17,1336.11,pricing
149,b5a92b5a-c353-4f80-b51a-1b4722528b98,pricing_seeker,The Pricing Seeker,28,1779534592450,901.52,2496.62,footer
150,b5a92b5a-c353-4f80-b51a-1b4722528b98,pricing_seeker,The Pricing Seeker,29,1779534593259,984.94,164.34,hero
151,74881c4a-b680-4795-ad28-081598449924,pricing_seeker,The Pricing Seeker,0,1779537821567,992.75,1236.62,pricing
152,74881c4a-b680-4795-ad28-081598449924,pricing_seeker,The Pricing Seeker,1,1779537822334,868.28,735.07,features
153,74881c4a-b680-4795-ad28-081598449924,pricing_seeker,The Pricing Seeker,2,1779537823410,1557.72,2247.73,cta
154,74881c4a-b680-4795-ad28-081598449924,pricing_seeker,The Pricing Seeker,3,1779537824598,887.96,1213.62,pricing
155,74881c4a-b680-4795-ad28-081598449924,pricing_seeker,The Pricing Seeker,4,1779537825452,858.76,1041.22,pricing
156,74881c4a-b680-4795-ad28-081598449924,pricing_seeker,The Pricing Seeker,5,1779537826516,891.12,1437.09,pricing
157,74881c4a-b680-4795-ad28-081598449924,pricing_seeker,The Pricing Seeker,6,1779537826981,1182.01,1276.29,pricing
158,74881c4a-b680-4795-ad28-081598449924,pricing_seeker,The Pricing Seeker,7,1779537828155,1106.7,1377.64,pricing
159,74881c4a-b680-4795-ad28-081598449924,pricing_seeker,The Pricing Seeker,8,1779537828885,1031.49,1270.3,pricing
160,74881c4a-b680-4795-ad28-081598449924,pricing_seeker,The Pricing Seeker,9,1779537829839,1394.81,1155.16,pricing
161,74881c4a-b680-4795-ad28-081598449924,pricing_seeker,The Pricing Seeker,10,1779537830618,813.12,777.11,features
162,74881c4a-b680-4795-ad28-081598449924,pricing_seeker,The Pricing Seeker,11,1779537831324,836.91,2170.1,cta
163,74881c4a-b680-4795-ad28-081598449924,pricing_seeker,The Pricing Seeker,12,1779537832281,1350.42,2283.22,cta
164,74881c4a-b680-4795-ad28-081598449924,pricing_seeker,The Pricing Seeker,13,1779537832997,655.19,1459.45,pricing
165,74881c4a-b680-4795-ad28-081598449924,pricing_seeker,The Pricing Seeker,14,1779537834017,1390.86,513.51,features
166,74881c4a-b680-4795-ad28-081598449924,pricing_seeker,The Pricing Seeker,15,1779537835554,1011.99,1243.8,pricing
167,74881c4a-b680-4795-ad28-081598449924,pricing_seeker,The Pricing Seeker,16,1779537836867,973.51,2474.16,footer
168,74881c4a-b680-4795-ad28-081598449924,pricing_seeker,The Pricing Seeker,17,1779537837839,732.34,1863.12,testimonials
169,74881c4a-b680-4795-ad28-081598449924,pricing_seeker,The Pricing Seeker,18,1779537838736,1503.41,1100.29,pricing
170,74881c4a-b680-4795-ad28-081598449924,pricing_seeker,The Pricing Seeker,19,1779537839553,674.99,1819.01,testimonials
171,74881c4a-b680-4795-ad28-081598449924,pricing_seeker,The Pricing Seeker,20,1779537840250,1110.9,401.93,hero
172,74881c4a-b680-4795-ad28-081598449924,pricing_seeker,The Pricing Seeker,21,1779537840669,668.51,1235.11,pricing
173,74881c4a-b680-4795-ad28-081598449924,pricing_seeker,The Pricing Seeker,22,1779537841849,1140.9,1224.35,pricing
174,74881c4a-b680-4795-ad28-081598449924,pricing_seeker,The Pricing Seeker,23,1779537842308,885.24,1158.66,pricing
175,74881c4a-b680-4795-ad28-081598449924,pricing_seeker,The Pricing Seeker,24,1779537843367,580.09,1249.26,pricing
176,74881c4a-b680-4795-ad28-081598449924,pricing_seeker,The Pricing Seeker,25,1779537844509,1492.5,1232.45,pricing
177,74881c4a-b680-4795-ad28-081598449924,pricing_seeker,The Pricing Seeker,26,1779537845151,1108.8,1136.48,pricing
178,74881c4a-b680-4795-ad28-081598449924,pricing_seeker,The Pricing Seeker,27,1779537846016,1701.13,197.56,hero
179,74881c4a-b680-4795-ad28-081598449924,pricing_seeker,The Pricing Seeker,28,1779537846836,1154.19,1162.67,pricing
180,74881c4a-b680-4795-ad28-081598449924,pricing_seeker,The Pricing Seeker,29,1779537847544,950.57,1267.3,pricing
181,9671994f-2b4e-4722-a5bc-d005840b486f,pricing_seeker,The Pricing Seeker,0,1779535644705,194.11,1404.97,pricing
182,9671994f-2b4e-4722-a5bc-d005840b486f,pricing_seeker,The Pricing Seeker,1,1779535645458,861.31,1111.54,pricing
183,9671994f-2b4e-4722-a5bc-d005840b486f,pricing_seeker,The Pricing Seeker,2,1779535646524,1112.0,665.97,features
184,9671994f-2b4e-4722-a5bc-d005840b486f,pricing_seeker,The Pricing Seeker,3,1779535647355,855.78,109.71,hero
185,9671994f-2b4e-4722-a5bc-d005840b486f,pricing_seeker,The Pricing Seeker,4,1779535648392,1326.21,1354.42,pricing
186,9671994f-2b4e-4722-a5bc-d005840b486f,pricing_seeker,The Pricing Seeker,5,1779535649208,988.44,1124.0,pricing
187,9671994f-2b4e-4722-a5bc-d005840b486f,pricing_seeker,The Pricing Seeker,6,1779535649995,1165.34,1113.61,pricing
188,9671994f-2b4e-4722-a5bc-d005840b486f,pricing_seeker,The Pricing Seeker,7,1779535650910,1027.58,2207.06,cta
189,9671994f-2b4e-4722-a5bc-d005840b486f,pricing_seeker,The Pricing Seeker,8,1779535651914,1137.39,1129.35,pricing
190,9671994f-2b4e-4722-a5bc-d005840b486f,pricing_seeker,The Pricing Seeker,9,1779535653222,479.1,1215.45,pricing
191,9671994f-2b4e-4722-a5bc-d005840b486f,pricing_seeker,The Pricing Seeker,10,1779535654414,724.9,1698.26,testimonials
192,9671994f-2b4e-4722-a5bc-d005840b486f,pricing_seeker,The Pricing Seeker,11,1779535654896,1177.83,1652.22,testimonials
193,9671994f-2b4e-4722-a5bc-d005840b486f,pricing_seeker,The Pricing Seeker,12,1779535655800,1448.58,1017.66,pricing
194,9671994f-2b4e-4722-a5bc-d005840b486f,pricing_seeker,The Pricing Seeker,13,1779535656641,1239.88,2224.08,cta
195,9671994f-2b4e-4722-a5bc-d005840b486f,pricing_seeker,The Pricing Seeker,14,1779535657571,943.6,2207.75,cta
196,9671994f-2b4e-4722-a5bc-d005840b486f,pricing_seeker,The Pricing Seeker,15,1779535658312,780.62,1059.15,pricing
197,9671994f-2b4e-4722-a5bc-d005840b486f,pricing_seeker,The Pricing Seeker,16,1779535659021,1060.1,681.73,features
198,9671994f-2b4e-4722-a5bc-d005840b486f,pricing_seeker,The Pricing Seeker,17,1779535660014,490.68,1163.14,pricing
199,9671994f-2b4e-4722-a5bc-d005840b486f,pricing_seeker,The Pricing Seeker,18,1779535660930,1096.11,1364.85,pricing
200,9671994f-2b4e-4722-a5bc-d005840b486f,pricing_seeker,The Pricing Seeker,19,1779535661912,670.92,1359.67,pricing
201,9671994f-2b4e-4722-a5bc-d005840b486f,pricing_seeker,The Pricing Seeker,20,1779535662599,591.48,507.69,features
202,9671994f-2b4e-4722-a5bc-d005840b486f,pricing_seeker,The Pricing Seeker,21,1779535663500,859.77,1252.91,pricing
203,9671994f-2b4e-4722-a5bc-d005840b486f,pricing_seeker,The Pricing Seeker,22,1779535664109,554.88,1181.75,pricing
204,9671994f-2b4e-4722-a5bc-d005840b486f,pricing_seeker,The Pricing Seeker,23,1779535664503,1125.3,2147.28,cta
205,9671994f-2b4e-4722-a5bc-d005840b486f,pricing_seeker,The Pricing Seeker,24,1779535665129,1013.23,1305.05,pricing
206,9671994f-2b4e-4722-a5bc-d005840b486f,pricing_seeker,The Pricing Seeker,25,1779535665584,1134.98,1328.15,pricing
207,9671994f-2b4e-4722-a5bc-d005840b486f,pricing_seeker,The Pricing Seeker,26,1779535665994,770.27,2229.67,cta
208,9671994f-2b4e-4722-a5bc-d005840b486f,pricing_seeker,The Pricing Seeker,27,1779535667304,949.92,2290.41,cta
209,9671994f-2b4e-4722-a5bc-d005840b486f,pricing_seeker,The Pricing Seeker,28,1779535668283,844.69,2134.65,cta
