event_id,session_id,persona,persona_label,event_index,timestamp_ms,x,y,target_section
24,5e37abcf-b608-4832-a6d2-2582b398b8da,pricing_seeker,The Pricing Seeker,23,1779535118413,847.07,1325.12,pricing
25,5e37abcf-b608-4832-a6d2-2582b398b8da,pricing_seeker,The Pricing Seeker,24,1779535119160,1059.51,2067.5,cta
26,5e37abcf-b608-4832-a6d2-2582b398b8da,pricing_seeker,The Pricing Seeker,25,1779535120115,913.55,1217.73,pricing
27,5e37abcf-b608-4832-a6d2-2582b398b8da,pricing_seeker,The Pricing Seeker,26,1779535120960,1364.34,1144.75,pricing
28,5e37abcf-b608-4832-a6d2-2582b398b8da,pricing_seeker,The Pricing Seeker,27,1779535122450,977.35,1063.24,pricing
29,5e37abcf-b608-4832-a6d2-2582b398b8da,pricing_seeker,The Pricing Seeker,28,1779535123150,885.4,1303.32,pricing
30,5e37abcf-b608-4832-a6d2-2582b398b8da,pricing_seeker,The Pricing Seeker,29,1779535123998,1057.87,1772.07,testimonials
31,7fe3eef9-1b19-428a-ace5-36a729be6501,pricing_seeker,The Pricing Seeker,0,1779535532143,1176.56,1377.54,pricing
32,7fe3eef9-1b19-428a-ace5-36a729be6501,pricing_seeker,The Pricing Seeker,1,1779535533355,1364.7,1148.51,pricing
33,7fe3eef9-1b19-428a-ace5-36a729be6501,pricing_seeker,The Pricing Seeker,2,1779535534076,982.15,1151.72,pricing
34,7fe3eef9-1b19-428a-ace5-36a729be6501,pricing_seeker,The Pricing Seeker,3,1779535534795,988.7,1353.02,pricing
35,7fe3eef9-1b19-428a-ace5-36a729be6501,pricing_seeker,The Pricing Seeker,4,1779535535813,854.72,1251.02,pricing
36,7fe3eef9-1b19-428a-ace5-36a729be6501,pricing_seeker,The Pricing Seeker,5,1779535537065,695.21,1113.53,pricing
37,7fe3eef9-1b19-428a-ace5-36a729be6501,pricing_seeker,The Pricing Seeker,6,1779535537822,704.97,1775.06,testimonials
38,7fe3eef9-1b19-428a-ace5-36a729be6501,pricing_seeker,The Pricing Seeker,7,1779535539011,1025.51,1312.06,pricing
39,7fe3eef9-1b19-428a-ace5-36a729be6501,pricing_seeker,The Pricing Seeker,8,1779535539928,1013.17,529.54,features
40,7fe3eef9-1b19-428a-ace5-36a729be6501,pricing_seeker,The Pricing Seeker,9,1779535540552,1334.23,1337.25,pricing
41,7fe3eef9-1b19-428a-ace5-36a729be6501,pricing_seeker,The Pricing Seeker,10,1779535541225,1059.78,703.45,features
42,7fe3eef9-1b19-428a-ace5-36a729be6501,pricing_seeker,The Pricing Seeker,11,1779535542295,1025.17,1275.92,pricing
43,7fe3eef9-1b19-428a-ace5-36a729be6501,pricing_seeker,The Pricing Seeker,12,1779535543630,754.27,1282.71,pricing
44,7fe3eef9-1b19-428a-ace5-36a729be6501,pricing_seeker,The Pricing Seeker,13,1779535544231,1171.54,1302.88,pricing
45,7fe3eef9-1b19-428a-ace5-36a729be6501,pricing_seeker,The Pricing Seeker,14,1779535545331,723.64,1379.3,pricing
46,7fe3eef9-1b19-428a-ace5-36a729be6501,pricing_seeker,The Pricing Seeker,15,1779535546218,710.12,1296.07,pricing
47,7fe3eef9-1b19-428a-ace5-36a729be6501,pricing_seeker,The Pricing Seeker,16,1779535547047,725.05,1150.73,pricing
48,7fe3eef9-1b19-428a-ace5-36a729be6501,pricing_seeker,The Pricing Seeker,17,1779535548036,1308.3,711.93,features
49,7fe3eef9-1b19-428a-ace5-36a729be6501,pricing_seeker,The Pricing Seeker,18,1779535549048,1743.41,1220.46,pricing
50,7fe3eef9-1b19-428a-ace5-36a729be6501,pricing_seeker,The Pricing Seeker,19,1779535549862,972.09,1154.34,pricing
51,7fe3eef9-1b19-428a-ace5-36a729be6501,pricing_seeker,The Pricing Seeker,20,1779535550835,1165.63,1225.06,pricing
52,7fe3eef9-1b19-428a-ace5-36a729be6501,pricing_seeker,The Pricing Seeker,21,1779535551291,716.12,2477.9,footer
53,7fe3eef9-1b19-428a-ace5-36a729be6501,pricing_seeker,The Pricing Seeker,22,1779535552325,812.27,593.32,features
54,7fe3eef9-1b19-428a-ace5-36a729be6501,pricing_seeker,The Pricing Seeker,23,1779535553214,705.45,2235.66,cta
55,7fe3eef9-1b19-428a-ace5-36a729be6501,pricing_seeker,The Pricing Seeker,24,1779535554290,974.79,1368.01,pricing
56,7fe3eef9-1b19-428a-ace5-36a729be6501,pricing_seeker,The Pricing Seeker,25,1779535554896,563.23,2295.25,cta
57,7fe3eef9-1b19-428a-ace5-36a729be6501,pricing_seeker,The Pricing Seeker,26,1779535555752,1034.08,2248.63,cta
58,7fe3eef9-1b19-428a-ace5-36a729be6501,pricing_seeker,The Pricing Seeker,27,1779535556897,1124.42,1347.31,pricing
59,7fe3eef9-1b19-428a-ace5-36a729be6501,pricing_seeker,The Pricing Seeker,28,1779535557447,1010.74,2244.22,cta
60,7fe3eef9-1b19-428a-ace5-36a729be6501,pricing_seeker,The Pricing Seeker,29,1779535558318,820.22,1082.51,pricing
61,d651a59e-619a-4d3f-a0c2-a382f217a685,pricing_seeker,The Pricing Seeker,0,1779534245756,1062.9,1050.4,pricing
62,d651a59e-619a-4d3f-a0c2-a382f217a685,pricing_seeker,The Pricing Seeker,1,1779534246518,702.78,216.06,hero
63,d651a59e-619a-4d3f-a0c2-a382f217a685,pricing_seeker,The Pricing Seeker,2,1779534247178,1155.72,1170.17,pricing
64,d651a59e-619a-4d3f-a0c2-a382f217a685,pricing_seeker,The Pricing Seeker,3,1779534248507,1648.04,1274.16,pricing
65,d651a59e-619a-4d3f-a0c2-a382f217a685,pricing_seeker,The Pricing Seeker,4,1779534249360,1198.68,2313.44,cta
66,d651a59e-619a-4d3f-a0c2-a382f217a685,pricing_seeker,The Pricing Seeker,5,1779534250431,769.41,1299.34,pricing
67,d651a59e-619a-4d3f-a0c2-a382f217a685,pricing_seeker,The Pricing Seeker,6,1779534251194,1438.45,1163.86,pricing
68,d651a59e-619a-4d3f-a0c2-a382f217a685,pricing_seeker,The Pricing Seeker,7,1779534252149,1468.45,1214.53,pricing
69,d651a59e-619a-4d3f-a0c2-a382f217a685,pricing_seeker,The Pricing Seeker,8,1779534252654,1435.59,1292.11,pricing
70,d651a59e-619a-4d3f-a0c2-a382f217a685,pricing_seeker,The Pricing Seeker,9,1779534253320,1324.87,1455.76,pricing
71,d651a59e-619a-4d3f-a0c2-a382f217a685,pricing_seeker,The Pricing Seeker,10,1779534254164,1499.14,1223.51,pricing
72,d651a59e-619a-4d3f-a0c2-a382f217a685,pricing_seeker,The Pricing Seeker,11,1779534254689,887.26,1145.92,pricing
73,d651a59e-619a-4d3f-a0c2-a382f217a685,pricing_seeker,The Pricing Seeker,12,1779534255505,1341.1,1422.21,pricing
74,d651a59e-619a-4d3f-a0c2-a382f217a685,pricing_seeker,The Pricing Seeker,13,1779534256357,1294.99,1198.03,pricing
75,d651a59e-619a-4d3f-a0c2-a382f217a685,pricing_seeker,The Pricing Seeker,14,1779534257375,977.54,1227.41,pricing
76,d651a59e-619a-4d3f-a0c2-a382f217a685,pricing_seeker,The Pricing Seeker,15,1779534257903,1416.77,1264.07,pricing
77,d651a59e-619a-4d3f-a0c2-a382f217a685,pricing_seeker,The Pricing Seeker,16,1779534258867,980.44,1326.65,pricing
78,d651a59e-619a-4d3f-a0c2-a382f217a685,pricing_seeker,The Pricing Seeker,17,1779534259555,1040.93,669.84,features
79,d651a59e-619a-4d3f-a0c2-a382f217a685,pricing_seeker,The Pricing Seeker,18,1779534260243,826.22,1348.76,pricing
80,d651a59e-619a-4d3f-a0c2-a382f217a685,pricing_seeker,The Pricing Seeker,19,1779534261172,1219.08,2208.24,cta
81,d651a59e-619a-4d3f-a0c2-a382f217a685,pricing_seeker,The Pricing Seeker,20,1779534262165,1212.51,2191.46,cta
82,d651a59e-619a-4d3f-a0c2-a382f217a685,pricing_seeker,The Pricing Seeker,21,1779534263045,953.98,2186.54,cta
83,d651a59e-619a-4d3f-a0c2-a382f217a685,pricing_seeker,The Pricing Seeker,22,1779534264037,789.63,306.59,hero
84,d651a59e-619a-4d3f-a0c2-a382f217a685,pricing_seeker,The Pricing Seeker,23,1779534264772,1407.22,661.07,features
85,d651a59e-619a-4d3f-a0c2-a382f217a685,pricing_seeker,The Pricing Seeker,24,1779534265799,966.05,2309.9,cta
86,d651a59e-619a-4d3f-a0c2-a382f217a685,pricing_seeker,The Pricing Seeker,25,1779534266489,881.94,1215.37,pricing
87,d651a59e-619a-4d3f-a0c2-a382f217a685,pricing_seeker,The Pricing Seeker,26,1779534267126,1131.41,1818.73,testimonials
88,d651a59e-619a-4d3f-a0c2-a382f217a685,pricing_seeker,The Pricing Seeker,27,1779534267664,1307.02,1483.51,pricing
89,d651a59e-619a-4d3f-a0c2-a382f217a685,pricing_seeker,The Pricing Seeker,28,1779534268510,1140.96,2268.2,cta
90,d651a59e-619a-4d3f-a0c2-a382f217a685,pricing_seeker,The Pricing Seeker,29,1779534269820,358.07,1149.87,pricing
91,f840fe49-75eb-4761-b38e-f7f81e5af6c7,pricing_seeker,The Pricing Seeker,0,1779536726641,867.44,602.73,features
92,f840fe49-75eb-4761-b38e-f7f81e5af6c7,pricing_seeker,The Pricing Seeker,1,1779536727543,835.21,1187.09,pricing
93,f840fe49-75eb-4761-b38e-f7f81e5af6c7,pricing_seeker,The Pricing Seeker,2,1779536728693,1211.29,2496.1,footer
94,f840fe49-75eb-4761-b38e-f7f81e5af6c7,pricing_seeker,The Pricing Seeker,3,1779536729487,753.09,1767.04,testimonials
95,f840fe49-75eb-4761-b38e-f7f81e5af6c7,pricing_seeker,The Pricing Seeker,4,1779536730258,1412.17,2105.33,cta
96,f840fe49-75eb-4761-b38e-f7f81e5af6c7,pricing_seeker,The Pricing Seeker,5,1779536730892,1052.94,1249.49,pricing
97,f840fe49-75eb-4761-b38e-f7f81e5af6c7,pricing_seeker,The Pricing Seeker,6,1779536731366,985.6,2260.15,cta
98,f840fe49-75eb-4761-b38e-f7f81e5af6c7,pricing_seeker,The Pricing Seeker,7,1779536732219,1024.54,600.99,features
99,f840fe49-75eb-4761-b38e-f7f81e5af6c7,pricing_seeker,The Pricing Seeker,8,1779536733660,975.65,1302.86,pricing
100,f840fe49-75eb-4761-b38e-f7f81e5af6c7,pricing_seeker,The Pricing Seeker,9,1779536734310,1580.12,2254.86,cta
101,f840fe49-75eb-4761-b38e-f7f81e5af6c7,pricing_seeker,The Pricing Seeker,10,1779536735729,1012.8,2505.12,footer
102,f840fe49-75eb-4761-b38e-f7f81e5af6c7,pricing_seeker,The Pricing Seeker,11,1779536736226,914.58,1159.79,pricing
103,f840fe49-75eb-4761-b38e-f7f81e5af6c7,pricing_seeker,The Pricing Seeker,12,1779536737164,1003.31,1165.28,pricing
104,f840fe49-75eb-4761-b38e-f7f81e5af6c7,pricing_seeker,The Pricing Seeker,13,1779536738266,1124.55,1459.38,pricing
105,f840fe49-75eb-4761-b38e-f7f81e5af6c7,pricing_seeker,The Pricing Seeker,14,1779536739422,1487.46,1102.66,pricing
106,f840fe49-75eb-4761-b38e-f7f81e5af6c7,pricing_seeker,The Pricing Seeker,15,1779536739986,1045.1,174.53,hero
107,f840fe49-75eb-4761-b38e-f7f81e5af6c7,pricing_seeker,The Pricing Seeker,16,1779536740421,1316.49,1237.22,pricing
108,f840fe49-75eb-4761-b38e-f7f81e5af6c7,pricing_seeker,The Pricing Seeker,17,1779536741349,1034.7,1183.11,pricing
109,f840fe49-75eb-4761-b38e-f7f81e5af6c7,pricing_seeker,The Pricing Seeker,18,1779536742081,973.53,210.4,hero
110,f840fe49-75eb-4761-b38e-f7f81e5af6c7,pricing_seeker,The Pricing Seeker,19,1779536743070,565.85,1319.51,pricing
111,f840fe49-75eb-4761-b38e-f7f81e5af6c7,pricing_seeker,The Pricing Seeker,20,1779536744006,1327.97,1078.79,pricing
112,f840fe49-75eb-4761-b38e-f7f81e5af6c7,pricing_seeker,The Pricing Seeker,21,1779536745259,993.08,1166.47,pricing
113,f840fe49-75eb-4761-b38e-f7f81e5af6c7,pricing_seeker,The Pricing Seeker,22,1779536746044,1465.54,872.89,features
114,f840fe49-75eb-4761-b38e-f7f81e5af6c7,pricing_seeker,The Pricing Seeker,23,1779536747122,1388.85,1358.43,pricing
115,f840fe49-75eb-4761-b38e-f7f81e5af6c7,pricing_seeker,The Pricing Seeker,24,1779536747664,453.48,1368.12,pricing
116,f840fe49-75eb-4761-b38e-f7f81e5af6c7,pricing_seeker,The Pricing Seeker,25,1779536748700,882.41,1022.42,pricing
117,f840fe49-75eb-4761-b38e-f7f81e5af6c7,pricing_seeker,The Pricing Seeker,26,1779536749805,1344.32,1195.68,pricing
118,f840fe49-75eb-4761-b38e-f7f81e5af6c7,pricing_seeker,The Pricing Seeker,27,1779536750640,469.43,1839.76,testimonials
119,f840fe49-75eb-4761-b38e-f7f81e5af6c7,pricing_seeker,The Pricing Seeker,28,1779536751781,1076.1,1249.31,pricing
120,f840fe49-75eb-4761-b38e-f7f81e5af6c7,pricing_seeker,The Pricing Seeker,29,1779536752386,1065.58,1089.16,pricing
121,9c800a5b-b47f-4ba9-8dd6-23507bcd265b,pricing_seeker,The Pricing Seeker,0,1779534397717,876.28,1333.41,pricing
122,9c800a5b-b47f-4ba9-8dd6-23507bcd265b,pricing_seeker,The Pricing Seeker,1,1779534398443,831.36,2210.46,cta
123,9c800a5b-b47f-4ba9-8dd6-23507bcd265b,pricing_seeker,The Pricing Seeker,2,1779534399265,731.65,1190.82,pricing
124,9c800a5b-b47f-4ba9-8dd6-23507bcd265b,pricing_seeker,The Pricing Seeker,3,1779534399521,976.55,1134.47,pricing
125,9c800a5b-b47f-4ba9-8dd6-23507bcd265b,pricing_seeker,The Pricing Seeker,4,1779534400341,1021.63,2187.18,cta
126,9c800a5b-b47f-4ba9-8dd6-23507bcd265b,pricing_seeker,The Pricing Seeker,5,1779534401387,1136.88,2216.48,cta
127,9c800a5b-b47f-4ba9-8dd6-23507bcd265b,pricing_seeker,The Pricing Seeker,6,1779534402854,606.32,1188.92,pricing
128,9c800a5b-b47f-4ba9-8dd6-23507bcd265b,pricing_seeker,The Pricing Seeker,7,1779534403639,1433.75,1215.32,pricing
129,9c800a5b-b47f-4ba9-8dd6-23507bcd265b,pricing_seeker,The Pricing Seeker,8,1779534404496,675.47,1345.02,pricing
130,9c800a5b-b47f-4ba9-8dd6-23507bcd265b,pricing_seeker,The Pricing Seeker,9,1779534405097,923.16,1358.1,pricing
131,9c800a5b-b47f-4ba9-8dd6-23507bcd265b,pricing_seeker,The Pricing Seeker,10,1779534405898,699.49,1159.55,pricing
132,9c800a5b-b47f-4ba9-8dd6-23507bcd265b,pricing_seeker,The Pricing Seeker,11,1779534406466,773.79,1244.67,pricing
133,9c800a5b-b47f-4ba9-8dd6-23507bcd265b,pricing_seeker,The Pricing Seeker,12,1779534407590,1222.24,1274.35,pricing
134,9c800a5b-b47f-4ba9-8dd6-23507bcd265b,pricing_seeker,The Pricing Seeker,13,1779534408216,982.28,1322.95,pricing
135,9c800a5b-b47f-4ba9-8dd6-23507bcd265b,pricing_seeker,The Pricing Seeker,14,1779534408965,1415.63,1200.84,pricing
136,9c800a5b-b47f-4ba9-8dd6-23507bcd265b,pricing_seeker,The Pricing Seeker,15,1779534410311,1226.74,1175.41,pricing
137,9c800a5b-b47f-4ba9-8dd6-23507bcd265b,pricing_seeker,The Pricing Seeker,16,1779534411067,996.68,1253.09,pricing
138,9c800a5b-b47f-4ba9-8dd6-23507bcd265b,pricing_seeker,The Pricing Seeker,17,1779534411790,772.61,1223.38,pricing
139,9c800a5b-b47f-4ba9-8dd6-23507bcd265b,pricing_seeker,The Pricing Seeker,18,1779534411989,802.99,1157.53,pricing
140,9c800a5b-b47f-4ba9-8dd6-23507bcd265b,pricing_seeker,The Pricing Seeker,19,1779534412603,891.18,261.76,hero
141,9c800a5b-b47f-4ba9-8dd6-23507bcd265b,pricing_seeker,The Pricing Seeker,20,1779534413264,1038.79,1831.36,testimonials
142,9c800a5b-b47f-4ba9-8dd6-23507bcd265b,pricing_seeker,The Pricing Seeker,21,1779534414309,988.61,1190.56,pricing
143,9c800a5b-b47f-4ba9-8dd6-23507bcd265b,pricing_seeker,The Pricing Seeker,22,1779534415012,740.62,1354.12,pricing
144,9c800a5b-b47f-4ba9-8dd6-23507bcd265b,pricing_seeker,The Pricing Seeker,23,1779534415874,491.27,1138.17,pricing
145,9c800a5b-b47f-4ba9-8dd6-23507bcd265b,pricing_seeker,The Pricing Seeker,24,1779534416427,1189.75,1079.89,pricing
146,9c800a5b-b47f-4ba9-8dd6-23507bcd265b,pricing_seeker,The Pricing Seeker,25,1779534417289,772.27,1279.88,pricing
147,9c800a5b-b47f-4ba9-8dd6-23507bcd265b,pricing_seeker,The Pricing Seeker,26,1779534418426,1178.95,1182.82,pricing
148,9c800a5b-b47f-4ba9-8dd6-23507bcd265b,pricing_seeker,The Pricing Seeker,27,1779534419068,248.17,1336.11,pricing
149,9c800a5b-b47f-4ba9-8dd6-23507bcd265b,pricing_seeker,The Pricing Seeker,28,1779534420014,901.52,2496.62,footer
150,9c800a5b-b47f-4ba9-8dd6-23507bcd265b,pricing_seeker,The Pricing Seeker,29,1779534420823,984.94,164.34,hero
151,57ed2cc8-e53c-4a65-ac70-fcd902a26cca,pricing_seeker,The Pricing Seeker,0,1779537649131,992.75,1236.62,pricing
152,57ed2cc8-e53c-4a65-ac70-fcd902a26cca,pricing_seeker,The Pricing Seeker,1,1779537649898,868.28,735.07,features
153,57ed2cc8-e53c-4a65-ac70-fcd902a26cca,pricing_seeker,The Pricing Seeker,2,1779537650974,1557.72,2247.73,cta
154,57ed2cc8-e53c-4a65-ac70-fcd902a26cca,pricing_seeker,The Pricing Seeker,3,1779537652162,887.96,1213.62,pricing
155,57ed2cc8-e53c-4a65-ac70-fcd902a26cca,pricing_seeker,The Pricing Seeker,4,1779537653016,858.76,1041.22,pricing
156,57ed2cc8-e53c-4a65-ac70-fcd902a26cca,pricing_seeker,The Pricing Seeker,5,1779537654080,891.12,1437.09,pricing
157,57ed2cc8-e53c-4a65-ac70-fcd902a26cca,pricing_seeker,The Pricing Seeker,6,1779537654545,1182.01,1276.29,pricing
158,57ed2cc8-e53c-4a65-ac70-fcd902a26cca,pricing_seeker,The Pricing Seeker,7,1779537655719,1106.7,1377.64,pricing
159,57ed2cc8-e53c-4a65-ac70-fcd902a26cca,pricing_seeker,The Pricing Seeker,8,1779537656449,1031.49,1270.3,pricing
160,57ed2cc8-e53c-4a65-ac70-fcd902a26cca,pricing_seeker,The Pricing Seeker,9,1779537657403,1394.81,1155.16,pricing
161,57ed2cc8-e53c-4a65-ac70-fcd902a26cca,pricing_seeker,The Pricing Seeker,10,1779537658182,813.12,777.11,features
162,57ed2cc8-e53c-4a65-ac70-fcd902a26cca,pricing_seeker,The Pricing Seeker,11,1779537658888,836.91,2170.1,cta
163,57ed2cc8-e53c-4a65-ac70-fcd902a26cca,pricing_seeker,The Pricing Seeker,12,1779537659845,1350.42,2283.22,cta
164,57ed2cc8-e53c-4a65-ac70-fcd902a26cca,pricing_seeker,The Pricing Seeker,13,1779537660561,655.19,1459.45,pricing
165,57ed2cc8-e53c-4a65-ac70-fcd902a26cca,pricing_seeker,The Pricing Seeker,14,1779537661581,1390.86,513.51,features
166,57ed2cc8-e53c-4a65-ac70-fcd902a26cca,pricing_seeker,The Pricing Seeker,15,1779537663118,1011.99,1243.8,pricing
167,57ed2cc8-e53c-4a65-ac70-fcd902a26cca,pricing_seeker,The Pricing Seeker,16,1779537664431,973.51,2474.16,footer
168,57ed2cc8-e53c-4a65-ac70-fcd902a26cca,pricing_seeker,The Pricing Seeker,17,1779537665403,732.34,1863.12,testimonials
169,57ed2cc8-e53c-4a65-ac70-fcd902a26cca,pricing_seeker,The Pricing Seeker,18,1779537666300,1503.41,1100.29,pricing
170,57ed2cc8-e53c-4a65-ac70-fcd902a26cca,pricing_seeker,The Pricing Seeker,19,1779537667117,674.99,1819.01,testimonials
171,57ed2cc8-e53c-4a65-ac70-fcd902a26cca,pricing_seeker,The Pricing Seeker,20,1779537667814,1110.9,401.93,hero
172,57ed2cc8-e53c-4a65-ac70-fcd902a26cca,pricing_seeker,The Pricing Seeker,21,1779537668233,668.51,1235.11,pricing
173,57ed2cc8-e53c-4a65-ac70-fcd902a26cca,pricing_seeker,The Pricing Seeker,22,1779537669413,1140.9,1224.35,pricing
174,57ed2cc8-e53c-4a65-ac70-fcd902a26cca,pricing_seeker,The Pricing Seeker,23,1779537669872,885.24,1158.66,pricing
175,57ed2cc8-e53c-4a65-ac70-fcd902a26cca,pricing_seeker,The Pricing Seeker,24,1779537670931,580.09,1249.26,pricing
176,57ed2cc8-e53c-4a65-ac70-fcd902a26cca,pricing_seeker,The Pricing Seeker,25,1779537672073,1492.5,1232.45,pricing
177,57ed2cc8-e53c-4a65-ac70-fcd902a26cca,pricing_seeker,The Pricing Seeker,26,1779537672715,1108.8,1136.48,pricing
178,57ed2cc8-e53c-4a65-ac70-fcd902a26cca,pricing_seeker,The Pricing Seeker,27,1779537673580,1701.13,197.56,hero
179,57ed2cc8-e53c-4a65-ac70-fcd902a26cca,pricing_seeker,The Pricing Seeker,28,1779537674400,1154.19,1162.67,pricing
180,57ed2cc8-e53c-4a65-ac70-fcd902a26cca,pricing_seeker,The Pricing Seeker,29,1779537675108,950.57,1267.3,pricing
181,36dc22e1-c5b8-4114-8594-53a903f9db96,pricing_seeker,The Pricing Seeker,0,1779535472269,194.11,1404.97,pricing
182,36dc22e1-c5b8-4114-8594-53a903f9db96,pricing_seeker,The Pricing Seeker,1,1779535473022,861.31,1111.54,pricing
183,36dc22e1-c5b8-4114-8594-53a903f9db96,pricing_seeker,The Pricing Seeker,2,1779535474088,1112.0,665.97,features
184,36dc22e1-c5b8-4114-8594-53a903f9db96,pricing_seeker,The Pricing Seeker,3,1779535474919,855.78,109.71,hero
185,36dc22e1-c5b8-4114-8594-53a903f9db96,pricing_seeker,The Pricing Seeker,4,1779535475956,1326.21,1354.42,pricing
186,36dc22e1-c5b8-4114-8594-53a903f9db96,pricing_seeker,The Pricing Seeker,5,1779535476772,988.44,1124.0,pricing
187,36dc22e1-c5b8-4114-8594-53a903f9db96,pricing_seeker,The Pricing Seeker,6,1779535477559,1165.34,1113.61,pricing
188,36dc22e1-c5b8-4114-8594-53a903f9db96,pricing_seeker,The Pricing Seeker,7,1779535478474,1027.58,2207.06,cta
189,36dc22e1-c5b8-4114-8594-53a903f9db96,pricing_seeker,The Pricing Seeker,8,1779535479478,1137.39,1129.35,pricing
190,36dc22e1-c5b8-4114-8594-53a903f9db96,pricing_seeker,The Pricing Seeker,9,1779535480786,479.1,1215.45,pricing
191,36dc22e1-c5b8-4114-8594-53a903f9db96,pricing_seeker,The Pricing Seeker,10,1779535481978,724.9,1698.26,testimonials
192,36dc22e1-c5b8-4114-8594-53a903f9db96,pricing_seeker,The Pricing Seeker,11,1779535482460,1177.83,1652.22,testimonials
193,36dc22e1-c5b8-4114-8594-53a903f9db96,pricing_seeker,The Pricing Seeker,12,1779535483364,1448.58,1017.66,pricing
194,36dc22e1-c5b8-4114-8594-53a903f9db96,pricing_seeker,The Pricing Seeker,13,1779535484205,1239.88,2224.08,cta
195,36dc22e1-c5b8-4114-8594-53a903f9db96,pricing_seeker,The Pricing Seeker,14,1779535485135,943.6,2207.75,cta
196,36dc22e1-c5b8-4114-8594-53a903f9db96,pricing_seeker,The Pricing Seeker,15,1779535485876,780.62,1059.15,pricing
197,36dc22e1-c5b8-4114-8594-53a903f9db96,pricing_seeker,The Pricing Seeker,16,1779535486585,1060.1,681.73,features
198,36dc22e1-c5b8-4114-8594-53a903f9db96,pricing_seeker,The Pricing Seeker,17,1779535487578,490.68,1163.14,pricing
199,36dc22e1-c5b8-4114-8594-53a903f9db96,pricing_seeker,The Pricing Seeker,18,1779535488494,1096.11,1364.85,pricing
200,36dc22e1-c5b8-4114-8594-53a903f9db96,pricing_seeker,The Pricing Seeker,19,1779535489476,670.92,1359.67,pricing
201,36dc22e1-c5b8-4114-8594-53a903f9db96,pricing_seeker,The Pricing Seeker,20,1779535490163,591.48,507.69,features
202,36dc22e1-c5b8-4114-8594-53a903f9db96,pricing_seeker,The Pricing Seeker,21,1779535491064,859.77,1252.91,pricing
203,36dc22e1-c5b8-4114-8594-53a903f9db96,pricing_seeker,The Pricing Seeker,22,1779535491673,554.88,1181.75,pricing
204,36dc22e1-c5b8-4114-8594-53a903f9db96,pricing_seeker,The Pricing Seeker,23,1779535492067,1125.3,2147.28,cta
